LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
99s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ms-l4-plain-client/benchmark-client to aks-rq15pool-53575030-vmss000000
87s         Normal   Scheduled   pod/rq21-ms-direct-20260516102925   Successfully assigned rq21-ms-l4-plain-client/rq21-ms-direct-20260516102925 to aks-rq15pool-53575030-vmss000000
100s        Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
100s        Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 145ms (145ms including waiting). Image size: 413013146 bytes.
100s        Normal   Created     pod/benchmark-client                Created container: client
100s        Normal   Started     pod/benchmark-client                Started container client
87s         Normal   Pulling     pod/rq21-ms-direct-20260516102925   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
87s         Normal   Pulled      pod/rq21-ms-direct-20260516102925   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 112ms (112ms including waiting). Image size: 413013146 bytes.
87s         Normal   Created     pod/rq21-ms-direct-20260516102925   Created container: debug
87s         Normal   Started     pod/rq21-ms-direct-20260516102925   Started container debug
85s         Normal   Killing     pod/rq21-ms-direct-20260516102925   Stopping container debug
