LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
70s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ms-l4-mtls-client/benchmark-client to aks-rq15pool-53575030-vmss000000
55s         Normal   Scheduled   pod/rq21-ms-direct-20260516103200   Successfully assigned rq21-ms-l4-mtls-client/rq21-ms-direct-20260516103200 to aks-rq15pool-53575030-vmss000000
70s         Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
70s         Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 172ms (172ms including waiting). Image size: 413013146 bytes.
70s         Normal   Created     pod/benchmark-client                Created container: client
70s         Normal   Started     pod/benchmark-client                Started container client
54s         Normal   Pulling     pod/rq21-ms-direct-20260516103200   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
54s         Normal   Pulled      pod/rq21-ms-direct-20260516103200   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 199ms (199ms including waiting). Image size: 413013146 bytes.
54s         Normal   Created     pod/rq21-ms-direct-20260516103200   Created container: debug
54s         Normal   Started     pod/rq21-ms-direct-20260516103200   Started container debug
45s         Normal   Killing     pod/rq21-ms-direct-20260516103200   Stopping container debug
