LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
2m1s        Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-chain5-mtls/benchmark-client to aks-rq15pool-92711761-vmss000000
86s         Normal   Scheduled   pod/rq21-direct-deny-20260429115552   Successfully assigned rq21-client-chain5-mtls/rq21-direct-deny-20260429115552 to aks-rq15pool-92711761-vmss000000
2m1s        Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
2m1s        Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 94ms (94ms including waiting). Image size: 2948421293 bytes.
2m1s        Normal   Created     pod/benchmark-client                  Created container: client
2m1s        Normal   Started     pod/benchmark-client                  Started container client
86s         Normal   Pulling     pod/rq21-direct-deny-20260429115552   Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
86s         Normal   Pulled      pod/rq21-direct-deny-20260429115552   Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 169ms (169ms including waiting). Image size: 2948421293 bytes.
86s         Normal   Created     pod/rq21-direct-deny-20260429115552   Created container: debug
86s         Normal   Started     pod/rq21-direct-deny-20260429115552   Started container debug
50s         Normal   Killing     pod/rq21-direct-deny-20260429115552   Stopping container debug
