LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
2m3s        Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-chain5-mtls/benchmark-client to aks-rq15pool-92711761-vmss000000
86s         Normal   Scheduled   pod/rq21-direct-deny-20260429115252   Successfully assigned rq21-client-chain5-mtls/rq21-direct-deny-20260429115252 to aks-rq15pool-92711761-vmss000000
2m3s        Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
2m3s        Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 123ms (123ms including waiting). Image size: 2948421293 bytes.
2m3s        Normal   Created     pod/benchmark-client                  Created container: client
2m3s        Normal   Started     pod/benchmark-client                  Started container client
86s         Normal   Pulling     pod/rq21-direct-deny-20260429115252   Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
86s         Normal   Pulled      pod/rq21-direct-deny-20260429115252   Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 95ms (95ms including waiting). Image size: 2948421293 bytes.
86s         Normal   Created     pod/rq21-direct-deny-20260429115252   Created container: debug
86s         Normal   Started     pod/rq21-direct-deny-20260429115252   Started container debug
50s         Normal   Killing     pod/rq21-direct-deny-20260429115252   Stopping container debug
