LAST SEEN   TYPE     REASON              OBJECT                                                          MESSAGE
72s         Normal   Scheduled           pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Successfully assigned rq21-ab-c3-authz/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv to aks-rq15pool-31581052-vmss000000
72s         Normal   Scheduled           pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Successfully assigned rq21-ab-c3-authz/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt to aks-rq15pool-31581052-vmss000000
72s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Started container istio-init
72s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Created container: istio-init
72s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
72s         Normal   ScalingReplicaSet   deployment/chain-2svc-mesh-strict-mtls-authz-svc-2              Scaled up replica set chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494 from 0 to 1
72s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
72s         Normal   SuccessfulCreate    replicaset/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494   Created pod: chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv
72s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Started container istio-init
72s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Created container: istio-init
72s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
72s         Normal   SuccessfulCreate    replicaset/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8    Created pod: chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt
72s         Normal   ScalingReplicaSet   deployment/chain-2svc-mesh-strict-mtls-authz-svc-1              Scaled up replica set chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8 from 0 to 1
71s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Started container istio-proxy
71s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
71s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Created container: istio-proxy
70s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Created container: istio-proxy
70s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Started container istio-proxy
69s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Started container inference
69s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Created container: inference
69s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 115ms (115ms including waiting). Image size: 413013146 bytes.
69s         Normal   Pulling             pod/chain-2svc-mesh-strict-mtls-authz-svc-1-b9b4f4ff8-lfjpt     Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
68s         Normal   Pulling             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
68s         Normal   Pulled              pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 110ms (110ms including waiting). Image size: 413013146 bytes.
68s         Normal   Created             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Created container: inference
68s         Normal   Started             pod/chain-2svc-mesh-strict-mtls-authz-svc-2-5f886b7494-c9shv    Started container inference
