LAST SEEN   TYPE     REASON              OBJECT                                                 MESSAGE
72s         Normal   Scheduled           pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Successfully assigned rq21-ms-l4-mtls/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22 to aks-rq15pool-53575030-vmss000000
72s         Normal   Scheduled           pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Successfully assigned rq21-ms-l4-mtls/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c to aks-rq15pool-53575030-vmss000000
73s         Normal   ScalingReplicaSet   deployment/chain-2svc-split-l4-mtls-svc-1              Scaled up replica set chain-2svc-split-l4-mtls-svc-1-64d8db6547 from 0 to 1
72s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
72s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Created container: istio-init
72s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Started container istio-init
72s         Normal   ScalingReplicaSet   deployment/chain-2svc-split-l4-mtls-svc-2              Scaled up replica set chain-2svc-split-l4-mtls-svc-2-767d487c6c from 0 to 1
72s         Normal   SuccessfulCreate    replicaset/chain-2svc-split-l4-mtls-svc-2-767d487c6c   Created pod: chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c
72s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Started container istio-init
72s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Created container: istio-init
72s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
72s         Normal   SuccessfulCreate    replicaset/chain-2svc-split-l4-mtls-svc-1-64d8db6547   Created pod: chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22
71s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Started container istio-proxy
71s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Created container: istio-proxy
71s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
71s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Created container: istio-proxy
71s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Started container istio-proxy
71s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
69s         Normal   Pulling             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
69s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Started container inference
69s         Normal   Pulling             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
69s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 214ms (214ms including waiting). Image size: 413013146 bytes.
69s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Created container: inference
69s         Normal   Started             pod/chain-2svc-split-l4-mtls-svc-2-767d487c6c-dzt5c    Started container inference
69s         Normal   Pulled              pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 220ms (220ms including waiting). Image size: 413013146 bytes.
69s         Normal   Created             pod/chain-2svc-split-l4-mtls-svc-1-64d8db6547-82z22    Created container: inference
