LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
2m5s        Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-chain5-mtls/benchmark-client to aks-rq15pool-34343338-vmss000000
90s         Normal   Scheduled   pod/rq21-direct-deny-20260517120438   Successfully assigned rq21-client-chain5-mtls/rq21-direct-deny-20260517120438 to aks-rq15pool-34343338-vmss000000
2m4s        Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
2m4s        Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 182ms (182ms including waiting). Image size: 413013146 bytes.
2m4s        Normal   Created     pod/benchmark-client                  Created container: client
2m4s        Normal   Started     pod/benchmark-client                  Started container client
90s         Normal   Pulling     pod/rq21-direct-deny-20260517120438   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
89s         Normal   Pulled      pod/rq21-direct-deny-20260517120438   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 226ms (226ms including waiting). Image size: 413013146 bytes.
89s         Normal   Created     pod/rq21-direct-deny-20260517120438   Created container: debug
89s         Normal   Started     pod/rq21-direct-deny-20260517120438   Started container debug
53s         Normal   Killing     pod/rq21-direct-deny-20260517120438   Stopping container debug
