LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
101s        Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ms-l2-plain-client/benchmark-client to aks-rq15pool-53575030-vmss000000
89s         Normal   Scheduled   pod/rq21-ms-direct-20260516110526   Successfully assigned rq21-ms-l2-plain-client/rq21-ms-direct-20260516110526 to aks-rq15pool-53575030-vmss000000
101s        Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
101s        Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 111ms (111ms including waiting). Image size: 413013146 bytes.
101s        Normal   Created     pod/benchmark-client                Created container: client
100s        Normal   Started     pod/benchmark-client                Started container client
89s         Normal   Pulling     pod/rq21-ms-direct-20260516110526   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
88s         Normal   Pulled      pod/rq21-ms-direct-20260516110526   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 144ms (144ms including waiting). Image size: 413013146 bytes.
88s         Normal   Created     pod/rq21-ms-direct-20260516110526   Created container: debug
88s         Normal   Started     pod/rq21-ms-direct-20260516110526   Started container debug
87s         Normal   Killing     pod/rq21-ms-direct-20260516110526   Stopping container debug
