LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
82s         Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21b-client-mtls/benchmark-client to aks-rq21bpool-33797924-vmss000001
55s         Normal   Scheduled   pod/rq21-direct-deny-20260516181738   Successfully assigned rq21b-client-mtls/rq21-direct-deny-20260516181738 to aks-rq21bpool-33797924-vmss000001
82s         Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
82s         Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 145ms (146ms including waiting). Image size: 413013146 bytes.
82s         Normal   Created     pod/benchmark-client                  Created container: client
82s         Normal   Started     pod/benchmark-client                  Started container client
55s         Normal   Pulling     pod/rq21-direct-deny-20260516181738   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
55s         Normal   Pulled      pod/rq21-direct-deny-20260516181738   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 167ms (167ms including waiting). Image size: 413013146 bytes.
55s         Normal   Created     pod/rq21-direct-deny-20260516181738   Created container: debug
55s         Normal   Started     pod/rq21-direct-deny-20260516181738   Started container debug
45s         Normal   Killing     pod/rq21-direct-deny-20260516181738   Stopping container debug
