LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
109s        Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21b-client-mtls/benchmark-client to aks-rq21bpool-33797924-vmss000001
54s         Normal   Scheduled   pod/rq21-direct-deny-20260516180348   Successfully assigned rq21b-client-mtls/rq21-direct-deny-20260516180348 to aks-rq21bpool-33797924-vmss000001
107s        Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
91s         Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 15.468s (15.468s including waiting). Image size: 413013146 bytes.
91s         Normal   Created     pod/benchmark-client                  Created container: client
91s         Normal   Started     pod/benchmark-client                  Started container client
55s         Normal   Pulling     pod/rq21-direct-deny-20260516180348   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
54s         Normal   Pulled      pod/rq21-direct-deny-20260516180348   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 146ms (146ms including waiting). Image size: 413013146 bytes.
54s         Normal   Created     pod/rq21-direct-deny-20260516180348   Created container: debug
54s         Normal   Started     pod/rq21-direct-deny-20260516180348   Started container debug
45s         Normal   Killing     pod/rq21-direct-deny-20260516180348   Stopping container debug
